coord,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
x_coord,10,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,11,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,12,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,13,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,14,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,15,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,16,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,17,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,18,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,19,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,20,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,21,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,22,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,23,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
x_coord,24,-12.0,-11.694915254237289,-11.389830508474576,-11.084745762711865,-10.779661016949152,-10.474576271186441,-10.169491525423728,-9.864406779661017,-9.559322033898304,-9.254237288135593,-8.94915254237288,-8.64406779661017,-8.338983050847457,-8.033898305084746,-7.728813559322034,-7.423728813559322,-7.11864406779661,-6.813559322033898,-6.508474576271186,-6.203389830508474,-5.898305084745762,-5.59322033898305,-5.288135593220338,-4.983050847457626,-4.677966101694915,-4.372881355932203,-4.067796610169491,-3.7627118644067785,-3.4576271186440675,-3.1525423728813546,-2.8474576271186436,-2.5423728813559308,-2.2372881355932197,-1.9322033898305087,-1.6271186440677958,-1.3220338983050848,-1.016949152542372,-0.7118644067796609,-0.40677966101694807,-0.10169491525423702,0.2033898305084758,0.5084745762711869,0.8135593220338997,1.1186440677966107,1.4237288135593236,1.7288135593220346,2.0338983050847474,2.3389830508474585,2.6440677966101696,2.9491525423728824,3.2542372881355934,3.5593220338983063,3.8644067796610173,4.16949152542373,4.474576271186443,4.779661016949152,5.084745762711865,5.389830508474578,5.694915254237291,6.0
